,B2,B4,Turn,Unit,er_label_1,ee_label_1,er_label_2,ee_label_2,neg,neu,pos
7106,20180825-075658_709_live,0,9,That would be an incredible donation that could really go a super long way for save the children!,thank,,,,0,0.662,0.338
7107,20180825-075658_709_live,1,9,"Ok, I will definitely help out.",,agree-donation,,,0,0.208,0.792
7108,20180825-075658_709_live,0,9,Thank you so much for your generosity.,thank,,,,0,0.463,0.537
7109,20180825-075658_709_live,0,9,"On behalf of Save The Children, THANK YOU!",thank,,,,0,0.472,0.528
7110,20180825-075658_709_live,0,9,you should be prompted on a following screen to donate and you can enter your donation there :) Have a great day!,donation-information,,,,0,0.709,0.291
7111,20180825-075658_709_live,0,10,Have a great day!,closing,,,,0,0.313,0.687
7112,20180825-080436_824_live,0,0,"Hello, I support the Save the Children Federation and I am looking to obtain contributions for this worthy cause",source-related-inquiry,,,,0,0.602,0.398
7113,20180825-080436_824_live,1,0,"Hello, what do the Save the Children Federation do?",,ask-org-info,,,0,0.714,0.286
7114,20180825-080436_824_live,0,1,The Save the Children Federation helps children and families in emergency situations,credibility-appeal,,,,0.149,0.517,0.333
7115,20180825-080436_824_live,1,1,Such as?,,other,,,0,1,0
7116,20180825-080436_824_live,1,1,Is it a global charity?,,ask-org-info,,,0,0.517,0.483
7117,20180825-080436_824_live,0,2,"Yes, It is a world wide charity, that does not discriminate",credibility-appeal,,,,0,0.593,0.407
7118,20180825-080436_824_live,1,2,Where does it mainly operate?,,ask-org-info,,,0,1,0
7119,20180825-080436_824_live,1,2,"In Africia, Asia, etc.",,other,,,0,1,0
7120,20180825-080436_824_live,0,3,"World wide, Africa, Asia, even in the recent disaster in Haiti",credibility-appeal,,,,0.291,0.709,0
7121,20180825-080436_824_live,1,3,What is the percentage of donations that go for administrative costs?,,ask-org-info,,,0,1,0
7122,20180825-080436_824_live,0,4,"90% of donations collected are returned to help ensuring children's rights, helps curving malnutritrion in childre, and provides emergency supplies to families in disasters.",credibility-appeal,,,,0.19,0.583,0.227
7123,20180825-080436_824_live,0,4,I feel it is a very deserving charity and I personally contribute to Save The Children.,credibility-appeal,,,,0,0.637,0.363
7124,20180825-080436_824_live,1,4,Would I find additional information about this charity in GuideStar?,,ask-org-info,,,0,0.711,0.289
7125,20180825-080436_824_live,0,5,"To be honest, I am not sure about that.",credibility-appeal,,,,0.174,0.533,0.293
7126,20180825-080436_824_live,0,5,"You can go directly to the Save the Children website for furthur information, and to donate right from there.",credibility-appeal,,,,0,0.849,0.151
7127,20180825-080436_824_live,1,5,What made you interested in this charity and not another one?,,personal-related-inquiry,,,0,0.621,0.379
7128,20180825-080436_824_live,1,5,An example would be Uniceff,,personal-related-inquiry,,,0,1,0
7129,20180825-080436_824_live,0,6,The Save the Children Federation is the most highly rated Charity for helping children and their families recover from disasters and supporting their specific needs.,credibility-appeal,,,,0.102,0.568,0.33
7130,20180825-080436_824_live,0,6,That is why I chose Save the Children as my favorite charity.,credibility-appeal,,,,0,0.471,0.529
7131,20180825-080436_824_live,0,6,Would you like to make a contribution to the Save the Children charity?,proposition-of-donation,,,,0,0.514,0.486
7132,20180825-080436_824_live,1,6,Is it a 401(c) charity?,,ask-org-info,,,0,0.517,0.483
7133,20180825-080436_824_live,1,6,Does the IRS recognize it as a nonprofit?,,ask-org-info,,,0,1,0
7134,20180825-080436_824_live,0,7,"Yes it is, totally non-profit and these children need so much help, I ask you to contribute to a very worthy cause.",credibility-appeal,,,,0,0.657,0.343
7135,20180825-080436_824_live,1,7,How much do you think that I should give?,,ask-donation-procedure,,,0,1,0
7136,20180825-080436_824_live,0,8,"We are asking for a ten dollar donation, but would be happy to have any donation to this worthy cause.",donation-information,,,,0,0.625,0.375
7137,20180825-080436_824_live,1,8,A ten dollar donation sounds reasonable to me.,,provide-donation-amount,,,0,1,0
7138,20180825-080436_824_live,1,8,I would be glad to make a $10 donation,,provide-donation-amount,,,0,0.667,0.333
7139,20180825-080436_824_live,0,9,That is very generous of you to do so.,thank,,,,0,0.69,0.31
7140,20180825-080436_824_live,0,9,"These children will receive relief, education and help protect their individual rights",thank,,,,0,0.517,0.483
7141,20180825-080436_824_live,1,9,Thank you for telling me about this organization,,thank,,,0,0.737,0.263
7142,20180825-080436_824_live,0,10,Please go to the Save the Children website to make the donation.,donation-information,,,,0,0.645,0.355
7143,20180825-080436_824_live,0,10,I will donate $10 also.,self-modeling,,,,0,1,0
7144,20180825-080436_824_live,0,10,Can I count on you then?,other,,,,0,1,0
7145,20180825-143255_249_live,0,0,Hi have your head of save the childrens?,source-related-inquiry,,,,0,1,0
7146,20180825-143255_249_live,1,0,"No, I have not.",,negative-to-inquiry,,,0.524,0.476,0
7147,20180825-143255_249_live,1,0,Please tell me about it,,ask-org-info,,,0,0.635,0.365
7148,20180825-143255_249_live,0,1,"It is an organization that promotes children rights, provides help and support in developing countries.",credibility-appeal,,,,0,0.606,0.394
7149,20180825-143255_249_live,1,1,What countries are helped through this organization?,,ask-org-info,,,0,1,0
7150,20180825-143255_249_live,0,2,Countries all over the world for example Africa.,credibility-appeal,,,,0,1,0
7151,20180825-143255_249_live,0,2,Children need our help to be healthy and taken care of and a dontation on your part would put is one step forward in completing this goal!,credibility-appeal,,,,0,0.721,0.279
7152,20180825-143255_249_live,1,2,Approximately how many children per year receive help?,,ask-org-info,,,0,0.722,0.278
7153,20180825-143255_249_live,0,3,Millions.,credibility-appeal,,,,0,1,0
7154,20180825-143255_249_live,0,3,Just $1.00 could help tramendously.,foot-in-the-door,,,,0,0.597,0.403
7155,20180825-143255_249_live,0,3,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,,,,0.487,0.513,0
7156,20180825-143255_249_live,0,3,If we had more help by people like you.,emotion-appeal,,,,0,0.56,0.44
7157,20180825-143255_249_live,0,3,These things could be avoided.,emotion-appeal,,,,0.375,0.625,0
7158,20180825-143255_249_live,1,3,Are there different tiers of donations?,,ask-org-info,,,0,1,0
7159,20180825-143255_249_live,0,4,All of the dontations go toward one cause.,credibility-appeal,,,,0,1,0
7160,20180825-143255_249_live,0,4,Some people donate 100$ and some only donate $1.00.,credibility-appeal,,,,0,1,0
7161,20180825-143255_249_live,0,4,"I'm asking you, instead of buying that purse or clothing item, spend it on helping children in need.",proposition-of-donation,,,,0,0.885,0.115
7162,20180825-143255_249_live,1,4,How do I donate?,,ask-donation-procedure,,,0,1,0
7163,20180825-143255_249_live,0,5,"The research team will collect all the donations, you just have to say how much you want to donate",donation-information,,,,0,0.933,0.067
7164,20180825-143255_249_live,1,5,How am I charged for donations?,,ask-donation-procedure,,,0.31,0.69,0
7165,20180825-143255_249_live,0,6,The amount of the donation will be taken out of your task payment,donation-information,,,,0,1,0
7166,20180825-143255_249_live,1,6,I see  thank you for your information.,,thank,,,0,0.667,0.333
7167,20180825-143255_249_live,0,7,Your welcome!,you-are-welcome,,,,0,0.233,0.767
7168,20180825-143255_249_live,0,7,Thank you,thank,,,,0,0.286,0.714
7169,20180825-143255_249_live,1,7,I will donate 10 cents.,,provide-donation-amount,,,0,1,0
7170,20180825-143255_249_live,0,8,Thank you.,thank,,,,0,0.286,0.714
7171,20180825-143255_249_live,0,8,Our team will collect that and you will be helping children in need.,thank,,,,0,0.845,0.155
7172,20180825-143255_249_live,1,8,Thank you for your time,,thank,,,0,0.615,0.385
7173,20180825-143255_249_live,0,9,No problem thank you,other,,,,0.583,0.119,0.298
7174,20180825-143255_249_live,1,9,Have a good evening,,closing,,,0,0.408,0.592
7175,20180826-013036_595_live,0,0,"Hi, would you like to donate to Save the Children?",proposition-of-donation,,,,0,0.584,0.416
7176,20180826-013036_595_live,1,0,"hello, I have heard of the organization but I am unfamiliar with what they do.",,ask-org-info,,,0,1,0
7177,20180826-013036_595_live,1,0,what would my donation go toward?,,ask-org-info,,,0,1,0
7178,20180826-013036_595_live,0,1,Your donation would help promote children's rights help support children in developing countries.,credibility-appeal,,,,0,0.457,0.543
7179,20180826-013036_595_live,0,1,It can really make a difference.,credibility-appeal,,,,0,1,0
7180,20180826-013036_595_live,1,1,I think I would rather donate to a childrens charity that takes care of American children.,,negative-reaction-to-donation,,,0,0.647,0.353
7181,20180826-013036_595_live,0,2,Are American children more important than non-American children?,task-related-inquiry,,,,0,0.77,0.23
7182,20180826-013036_595_live,1,2,"In the scheme of things, a life is a life, but I am American and feel it important to help my fellow Americans",,negative-reaction-to-donation,,,0,0.758,0.242
7183,20180826-013036_595_live,0,3,"The children we help are in desperate need, however.",emotion-appeal,,,,0.192,0.583,0.225
7184,20180826-013036_595_live,0,3,Can't you spare even a small donation?,foot-in-the-door,,,,0,1,0
7185,20180826-013036_595_live,1,3,Perhaps I could help out a little.,,positive-reaction-to-donation,,,0,0.597,0.403
7186,20180826-013036_595_live,1,3,Where are you at?,,ask-org-info,,,0,1,0
7187,20180826-013036_595_live,0,4,You can check us out at  URL,credibility-appeal,,,,0,1,0
7188,20180826-013036_595_live,1,4,are you based in America? are you an American?,,ask-org-info,,,0,1,0
7189,20180826-013036_595_live,0,5,We're an international NGO based in the UK.,credibility-appeal,,,,0,1,0
7190,20180826-013036_595_live,1,5,"looking at the link you provided, it appears that children in America also benefit from Save the Children donations.",,ask-org-info,,,0,0.733,0.267
7191,20180826-013036_595_live,1,5,Is that correct?,,ask-org-info,,,0,1,0
7192,20180826-013036_595_live,0,6,"Ah, so you noticed. ;-)",credibility-appeal,,,,0,0.639,0.361
7193,20180826-013036_595_live,1,6,"I hate to be so prejudicial, but I care about the kids around me more than ones I cannot see!",,negative-reaction-to-donation,,,0.226,0.58,0.194
7194,20180826-013036_595_live,0,7,"Well, then.",acknowledgement,,,,0,0.323,0.677
7195,20180826-013036_595_live,0,7,You are a scallywag ninny!,other,,,,0,1,0
7196,20180826-013036_595_live,1,7,I accept that!,,other,,,0,0.257,0.743
7197,20180826-013036_595_live,1,7,How much of a donation are you looking for from me?,,ask-donation-procedure,,,0,1,0
7198,20180826-013036_595_live,0,8,"Well, your donation will be directly deducted from your task payment.",donation-information,,,,0,0.826,0.174
7199,20180826-013036_595_live,0,8,You can choose any amount from $0 to all of your payment.,donation-information,,,,0,1,0
7200,20180826-013036_595_live,0,8,Choose all of it!,proposition-of-donation,,,,0,1,0
7201,20180826-013036_595_live,1,8,all of it seems a little steep!,,other,,,0,1,0
7202,20180826-013036_595_live,1,8,I would consider a smaller portion.,,agree-donation,,,0,1,0
7203,20180826-013036_595_live,1,8,half would work for me.,,agree-donation,,,0,1,0
7204,20180826-013036_595_live,0,9,"Well, it's something.",other,,,,0,0.488,0.512
7205,20180826-013036_595_live,0,9,"Let's do it, then.",other,,,,0,1,0
7206,20180826-013036_595_live,0,9,Half. Deal?,proposition-of-donation,,,,0,1,0
7207,20180826-013036_595_live,1,9,"yes, fifteen cents",,provide-donation-amount,,,0,0.426,0.574
7208,20180826-013036_595_live,0,10,"At least you're ""half"" decent. ;-)",praise-user,,,,0,0.714,0.286
7209,20180826-044626_167_live,0,0,Morning!,greeting,,,,0,1,0
7210,20180826-044626_167_live,0,0,Have you considered donating to Save the Children?,proposition-of-donation,,,,0,0.686,0.314
7211,20180826-044626_167_live,0,0,It's a great organization and doesn't cost much to help a child in need.,credibility-appeal,,,,0,0.595,0.405
7212,20180826-044626_167_live,1,0,I have not.,,negative-to-inquiry,,,0,1,0
7213,20180826-044626_167_live,1,0,I am not sure I know what Save the Children is.,,ask-org-info,,,0.161,0.576,0.263
7214,20180826-044626_167_live,0,1,"It's an  international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,,,,0,0.565,0.435
7215,20180826-044626_167_live,0,1,It has done wonderful things and is a big part of many organizations employee giving drives.,credibility-appeal,,,,0,0.681,0.319
7216,20180826-044626_167_live,1,1,Oh cool.,,acknowledgement,,,0,0.303,0.697
7217,20180826-044626_167_live,1,1,Do they help people here in the USA?,,ask-org-info,,,0,0.722,0.278
7218,20180826-044626_167_live,0,2,Right now they're concentrating at an international level.,credibility-appeal,,,,0,1,0
7219,20180826-044626_167_live,0,2,"Did you know that in the first two months of 2018, over 1,000 children were reportedly killed or injured in Syria alone?",emotion-appeal,,,,0.326,0.674,0
7220,20180826-044626_167_live,0,2,They also appeal to stop hunger issues abroad.,credibility-appeal,,,,0.412,0.588,0
7221,20180826-044626_167_live,1,2,"Yes, I know about Syria.",,positive-reaction-to-donation,,,0,0.526,0.474
7222,20180826-044626_167_live,1,2,I know hunger is a big issue for a lot of people in other countries.,,positive-reaction-to-donation,,,0.154,0.846,0
7223,20180826-044626_167_live,1,2,Do they provide food for these people?,,ask-org-info,,,0,1,0
7224,20180826-044626_167_live,0,3,They provide whatever is needed.,credibility-appeal,,,,0,1,0
7225,20180826-044626_167_live,0,3,"AND, in relation to the US, they are currently working on the Hurricane Lane situation in Hawaii.",credibility-appeal,,,,0,1,0
7226,20180826-044626_167_live,0,3,They are also big on sending girls to schools in other countries.,credibility-appeal,,,,0,1,0
